"Sl.No","Item Name","01/01/2017","02/01/2017","03/01/2017","04/01/2017","05/01/2017","06/01/2017","07/01/2017","08/01/2017","09/01/2017","10/01/2017","11/01/2017","12/01/2017","13/01/2017","14/01/2017","15/01/2017","16/01/2017","17/01/2017","18/01/2017","19/01/2017","20/01/2017","21/01/2017","22/01/2017","23/01/2017","24/01/2017","25/01/2017","26/01/2017","27/01/2017","28/01/2017","29/01/2017","30/01/2017","31/01/2017","01/02/2017","02/02/2017","03/02/2017","04/02/2017","05/02/2017","06/02/2017","07/02/2017","08/02/2017","09/02/2017","10/02/2017","11/02/2017","12/02/2017","13/02/2017","14/02/2017","15/02/2017","16/02/2017","17/02/2017","18/02/2017","19/02/2017","20/02/2017","21/02/2017","22/02/2017","23/02/2017","24/02/2017","25/02/2017","26/02/2017","27/02/2017","28/02/2017","01/03/2017","02/03/2017","03/03/2017","04/03/2017","05/03/2017","06/03/2017","07/03/2017","08/03/2017","09/03/2017","10/03/2017","11/03/2017","12/03/2017","13/03/2017","14/03/2017","15/03/2017","16/03/2017","17/03/2017","18/03/2017","19/03/2017","20/03/2017","21/03/2017","22/03/2017","23/03/2017","24/03/2017","25/03/2017","26/03/2017","27/03/2017","28/03/2017","29/03/2017","30/03/2017","31/03/2017","01/04/2017","02/04/2017","03/04/2017","04/04/2017","05/04/2017","06/04/2017","07/04/2017","08/04/2017","09/04/2017","10/04/2017","11/04/2017","12/04/2017","13/04/2017","14/04/2017","15/04/2017","16/04/2017","17/04/2017","18/04/2017","19/04/2017","20/04/2017","21/04/2017","22/04/2017","23/04/2017","24/04/2017","25/04/2017","26/04/2017","27/04/2017","28/04/2017","29/04/2017","30/04/2017","01/05/2017","02/05/2017","03/05/2017","04/05/2017","05/05/2017","06/05/2017","07/05/2017","08/05/2017","09/05/2017","10/05/2017","11/05/2017","12/05/2017","13/05/2017","14/05/2017","15/05/2017","16/05/2017","17/05/2017","18/05/2017","19/05/2017","20/05/2017","21/05/2017","22/05/2017","23/05/2017","24/05/2017","25/05/2017","26/05/2017","27/05/2017","28/05/2017","29/05/2017","30/05/2017","31/05/2017","01/06/2017","02/06/2017","03/06/2017","04/06/2017","05/06/2017","06/06/2017","07/06/2017","08/06/2017","09/06/2017","10/06/2017","11/06/2017","12/06/2017","13/06/2017","14/06/2017","15/06/2017","16/06/2017","17/06/2017","18/06/2017","19/06/2017","20/06/2017","21/06/2017","22/06/2017","23/06/2017","24/06/2017","25/06/2017","26/06/2017","27/06/2017","28/06/2017","29/06/2017","30/06/2017","01/07/2017","02/07/2017","03/07/2017","04/07/2017","05/07/2017","06/07/2017","07/07/2017","08/07/2017","09/07/2017","10/07/2017","11/07/2017","12/07/2017","13/07/2017","14/07/2017","15/07/2017","16/07/2017","17/07/2017","18/07/2017","19/07/2017","20/07/2017","21/07/2017","22/07/2017","23/07/2017","24/07/2017","25/07/2017","26/07/2017","27/07/2017","28/07/2017","29/07/2017","30/07/2017","31/07/2017","01/08/2017","02/08/2017","03/08/2017","04/08/2017","05/08/2017","06/08/2017","07/08/2017","08/08/2017","09/08/2017","10/08/2017","11/08/2017","12/08/2017","13/08/2017","14/08/2017","15/08/2017","16/08/2017","17/08/2017","18/08/2017","19/08/2017","20/08/2017","21/08/2017","22/08/2017","23/08/2017","24/08/2017","25/08/2017","26/08/2017","27/08/2017","28/08/2017","29/08/2017","30/08/2017","31/08/2017","01/09/2017","02/09/2017","03/09/2017","04/09/2017","05/09/2017","06/09/2017","07/09/2017","08/09/2017","09/09/2017","10/09/2017","11/09/2017","12/09/2017","13/09/2017","14/09/2017","15/09/2017","16/09/2017","17/09/2017","18/09/2017","19/09/2017","20/09/2017","21/09/2017","22/09/2017","23/09/2017","24/09/2017","25/09/2017","26/09/2017","27/09/2017","28/09/2017","29/09/2017","30/09/2017","01/10/2017","02/10/2017","03/10/2017","04/10/2017","05/10/2017","06/10/2017","07/10/2017","08/10/2017","09/10/2017","10/10/2017","11/10/2017","12/10/2017","13/10/2017","14/10/2017","15/10/2017","16/10/2017","17/10/2017","18/10/2017","19/10/2017","20/10/2017","21/10/2017","22/10/2017","23/10/2017","24/10/2017","25/10/2017","26/10/2017","27/10/2017","28/10/2017","29/10/2017","30/10/2017","31/10/2017","01/11/2017","02/11/2017","03/11/2017","04/11/2017","05/11/2017","06/11/2017","07/11/2017","08/11/2017","09/11/2017","10/11/2017","11/11/2017","12/11/2017","13/11/2017","14/11/2017","15/11/2017","16/11/2017","17/11/2017","18/11/2017","19/11/2017","20/11/2017","21/11/2017","22/11/2017","23/11/2017","24/11/2017","25/11/2017","26/11/2017","27/11/2017","28/11/2017","29/11/2017","30/11/2017"
89,"Bread fruit","NR",58,58,58,58,"NR",58,"NR",58,58,"NR",58,58,"NR","NR",58,"NR",58,58,58,58,"NR","NR",58,58,58,58,58,"NR",58,58,58,"NR",58,58,"NR",58,58,58,58,58,58,"NR","NR",58,58,58,58,58,"NR",58,58,58,"NR",58,"NR","NR",58,"NR","NR",58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR","NR",58,"NR",58,"NR","NR","NR",58,58,58,58,58,58,"NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR","NR",58,58,58,58,58,"NR",58,58,58,58,"NR","NR","NR",58,58,58,58,58,58,"NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,"NR","NR","NR",58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,"NR","NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR","NR",58,58,58,58,"NR","NR",58,58,58,58,58,58,"NR",58,58,58,58,"NR",58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,"NR",58,58,"NR",58,58,58,58,"NR",58,"NR",58,"NR","NR",58,58,"NR","NR","NR","NR",58,58,58,"NR","NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,"NR",58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,"NR",58,"NR","NR",58,58,58,58,58,"NR",58,58,58,58
90,"Apple Chilli","NR",143,143,143,143,"NR",143,"NR",143,143,"NR",143,143,"NR","NR",143,"NR",143,143,143,143,"NR","NR",143,143,143,143,143,"NR",143,143,143,"NR",143,143,"NR",143,143,143,143,143,143,"NR","NR",143,143,143,143,143,"NR",143,143,143,"NR",143,"NR","NR",143,"NR","NR",143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR","NR",143,"NR",143,"NR","NR","NR",143,143,143,143,143,143,"NR",143,"NR",143,143,143,143,"NR",143,143,143,143,143,143,"NR","NR",143,143,143,143,143,"NR",143,143,143,143,"NR","NR","NR",143,143,143,143,143,143,"NR",143,"NR",143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,"NR","NR","NR",143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,"NR","NR",143,"NR",143,143,143,143,"NR",143,143,143,143,143,143,"NR","NR",143,143,143,143,"NR","NR",143,143,143,143,143,143,"NR",143,143,143,143,"NR",143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,"NR",143,143,"NR",143,143,143,143,"NR",143,"NR",143,"NR","NR",143,143,"NR","NR","NR","NR",143,143,143,"NR","NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,"NR",143,143,143,"NR",143,143,143,143,143,143,"NR",143,143,143,143,"NR",143,"NR","NR",143,143,143,0,0,"NR",0,0,0,0
91,"Indian red globe","NR",148,148,148,148,"NR",148,"NR",148,148,"NR",148,148,"NR","NR",148,"NR",148,148,148,148,"NR","NR",148,148,148,148,148,"NR",148,148,148,"NR",148,148,"NR",148,148,148,148,148,148,"NR","NR",148,148,148,148,148,"NR",148,148,148,"NR",148,"NR","NR",148,"NR","NR",148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR","NR",148,"NR",148,"NR","NR","NR",148,148,148,148,148,148,"NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR","NR",148,148,148,148,148,"NR",148,148,148,148,"NR","NR","NR",148,148,148,148,148,148,"NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR","NR",148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR","NR",148,148,148,148,"NR","NR",148,148,148,148,148,148,"NR",148,148,148,148,"NR",148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,"NR",148,148,"NR",148,148,148,148,"NR",148,"NR",148,"NR","NR",148,148,"NR","NR","NR","NR",148,148,148,"NR","NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,"NR",148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,"NR",148,"NR","NR",148,148,148,148,148,"NR",148,148,148,148
92,"Washington red apple","NR",187,187,187,187,"NR",187,"NR",187,187,"NR",187,187,"NR","NR",187,"NR",187,187,187,187,"NR","NR",187,187,187,187,187,"NR",187,187,187,"NR",187,187,"NR",187,187,187,187,187,187,"NR","NR",187,187,195,195,195,"NR",195,195,195,"NR",195,"NR","NR",195,"NR","NR",195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR","NR",195,"NR",195,"NR","NR","NR",195,195,195,195,195,195,"NR",195,"NR",195,195,195,195,"NR",195,195,195,195,195,195,"NR","NR",195,195,195,195,195,"NR",195,195,195,195,"NR","NR","NR",195,195,195,195,195,195,"NR",195,"NR",195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,"NR","NR","NR",195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,"NR","NR",195,"NR",195,195,195,195,"NR",195,195,195,195,195,195,"NR","NR",195,195,195,195,"NR","NR",195,195,195,195,195,195,"NR",195,195,195,195,"NR",195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,"NR",195,195,"NR",195,195,195,195,"NR",195,"NR",195,"NR","NR",195,195,"NR","NR","NR","NR",195,195,195,"NR","NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,"NR",195,195,195,"NR",195,195,195,195,195,195,"NR",195,195,195,195,"NR",195,"NR","NR",195,195,195,195,195,"NR",195,195,195,195
93,"Apple Premium","NR",0,0,0,0,"NR",0,"NR",0,0,"NR",0,0,"NR","NR",0,"NR",0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,"NR","NR",0,"NR","NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,"NR",0,"NR",0,"NR","NR",0,0,"NR","NR","NR","NR",0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0
94,"Malenian apple","NR",0,0,0,0,"NR",0,"NR",0,0,"NR",0,0,"NR","NR",0,"NR",0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,"NR","NR",0,"NR","NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,"NR",0,"NR",0,"NR","NR",0,0,"NR","NR","NR","NR",0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0
95,"Nagapur Orange Economy","NR",0,0,0,0,"NR",0,"NR",0,0,"NR",0,0,"NR","NR",0,"NR",0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,"NR","NR",0,"NR","NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,"NR",0,"NR",0,"NR","NR",0,0,"NR","NR","NR","NR",0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0
96,"South Af.red berry","NR",230,230,230,230,"NR",230,"NR",230,230,"NR",230,230,"NR","NR",230,"NR",230,230,230,230,"NR","NR",230,230,230,230,230,"NR",230,230,230,"NR",230,230,"NR",230,230,230,230,230,230,"NR","NR",230,230,230,230,230,"NR",230,230,230,"NR",230,"NR","NR",230,"NR","NR",230,230,230,"NR",230,230,230,230,230,230,"NR",230,230,230,230,230,230,"NR",230,230,223,223,223,223,"NR","NR",223,"NR",223,"NR","NR","NR",223,223,223,223,223,223,"NR",223,"NR",223,223,223,223,"NR",223,223,223,223,223,223,"NR","NR",223,223,223,223,223,"NR",223,223,223,223,"NR","NR","NR",223,223,222,222,222,222,"NR",222,"NR",222,222,222,222,"NR",222,222,222,222,222,222,"NR",222,222,222,222,222,222,"NR",222,222,222,222,222,"NR","NR","NR",222,222,222,222,222,"NR",222,222,222,222,222,222,"NR",222,222,222,222,222,"NR","NR",222,"NR",222,222,222,222,"NR",222,222,222,222,222,222,"NR","NR",222,222,222,222,"NR","NR",222,222,222,222,222,222,"NR",222,222,222,222,"NR",222,"NR",222,222,222,222,224,224,"NR",224,224,224,224,224,224,"NR",224,224,225,225,225,225,"NR",225,225,225,225,225,225,"NR",225,225,225,"NR",225,225,"NR",225,225,225,225,"NR",225,"NR",225,"NR","NR",225,225,"NR","NR","NR","NR",225,225,225,"NR","NR",225,225,225,225,225,225,"NR",225,225,225,225,225,225,"NR",225,225,225,225,225,225,"NR",225,225,225,225,225,225,"NR",225,225,"NR",225,225,225,"NR",225,225,225,225,225,225,"NR",225,225,225,225,"NR",225,"NR","NR",225,225,225,225,225,"NR",225,225,225,225
97,"Jumbu juice","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
98,"Brahmi amla juice","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
99,"Pomegranate Juice","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
100,"N.Juice 200 ml","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
101,"Amla","NR",55,55,55,55,55,55,"NR",55,55,55,55,55,"NR","NR",55,55,50,50,50,50,"NR","NR",53,54,54,54,54,"NR",54,54,54,"NR",54,54,"NR",54,54,54,54,54,54,"NR",54,54,58,58,56,56,"NR",56,56,56,56,56,56,"NR",56,56,"NR",56,56,56,"NR",56,56,56,56,56,56,"NR",56,56,56,60,64,64,"NR",64,64,72,72,75,75,"NR","NR",75,"NR",75,"NR","NR","NR",75,75,75,78,78,78,"NR",75,"NR",75,75,75,75,"NR",75,73,73,72,72,70,"NR","NR",65,65,63,63,63,"NR",60,60,60,60,"NR","NR","NR",60,60,58,58,58,58,"NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,60,60,60,60,60,"NR",60,60,60,60,60,"NR","NR","NR",60,60,60,60,60,"NR",60,60,60,60,60,60,"NR",60,60,60,64,65,65,"NR",65,68,68,70,70,70,"NR",72,72,72,75,79,79,"NR",79,79,79,80,83,"NR","NR",83,83,83,83,83,83,"NR",83,83,83,83,83,83,"NR",83,83,83,83,83,83,"NR",83,"NR",83,83,83,83,"NR",83,83,83,83,83,83,"NR",83,83,83,83,83,83,"NR",83,83,83,"NR",83,83,"NR",83,83,83,83,83,90,"NR",90,91,91,91,85,"NR","NR",85,85,85,82,82,"NR","NR",82,82,82,73,"NR",62,"NR",62,62,62,62,62,64,"NR",65,65,65,65,65,62,"NR",62,62,62,62,62,62,"NR",62,62,64,64,64,64,"NR",64,64,64,64,64,64,"NR",64,64,64,64,60,60,"NR",60,60,60,60,60,60,"NR",60,60,62,62
